
dataset,avg_accuracy,overall_accuracy,kappa,training_time,testing_time,total_time
mean,94.66356666666666666666,94.46103333333333333333,93.82230000000000000000,16.90476000308990500000,5.93935311635335283333,16.90476000308990500000
std dev.,2.32323954401798371439,1.39873870524682184314,1.56649326309861075422,.26426262162745161130,.01231576762740034121,.26426262162745161130
,94.66356666666666666666 +- 2.32323954401798371439,94.46103333333333333333 +- 1.39873870524682184314,93.82230000000000000000 +- 1.56649326309861075422,16.90476000308990500000 +- .26426262162745161130,5.93935311635335283333 +- .01231576762740034121,16.90476000308990500000 +- .26426262162745161130
 
 
PU,
,13.647,5.899,-0.180,69.9730236530304,7.266297101974487,69.9730236530304
,12.447,11.876,1.741,59.3058762550354,7.248828887939453,59.3058762550354
,8.965,29.494,-5.746,60.21295356750488,7.275932788848877,60.21295356750488
,13.027,11.621,1.846,59.98500919342041,7.2625205516815186,59.98500919342041
,11.230,43.630,0.220,59.193782567977905,7.268123149871826,59.193782567977905
,11.044,6.408,0.445,60.36373734474182,7.251306533813477,60.36373734474182
,11.576,4.044,0.208,60.71588325500488,7.225016832351685,60.71588325500488
,11.558,8.985,0.801,60.33144521713257,7.245723485946655,60.33144521713257
,10.618,7.525,-0.806,60.07614278793335,7.255438327789307,60.07614278793335
,10.365,4.592,-0.341,60.10705900192261,7.210125923156738,60.10705900192261
,11.111,43.596,0.000,60.37864685058594,7.2351415157318115,60.37864685058594
,11.878,5.036,0.144,60.432798624038696,7.285107612609863,60.432798624038696
,11.025,15.203,-0.168,60.237630128860474,7.2181620597839355,60.237630128860474
,7.467,4.343,-8.122,60.4514319896698,7.2569475173950195,60.4514319896698
,13.661,44.152,1.786,60.19831967353821,7.25951886177063,60.19831967353821
,10.144,2.870,-0.296,59.67424750328064,7.254161357879639,59.67424750328064
,11.111,11.756,-0.068,60.59604239463806,7.24902081489563,60.59604239463806
,11.111,15.502,0.000,60.378812074661255,7.257969617843628,60.378812074661255
,6.355,7.127,-4.148,61.20790362358093,7.2549169063568115,61.20790362358093
,9.158,4.081,-1.561,60.563416481018066,7.272183656692505,60.563416481018066
,10.584,41.404,-2.284,61.08495807647705,7.27601170539856,61.08495807647705
,10.759,14.951,-0.426,61.27945256233215,7.268538951873779,61.27945256233215
,12.274,12.289,0.757,60.846150636672974,7.264196872711182,60.846150636672974
,10.127,39.733,-4.147,60.806169271469116,7.276423931121826,60.806169271469116
,11.111,43.596,0.000,59.88147974014282,7.221695184707642,59.88147974014282
,4.812,2.600,-1.406,60.73519253730774,7.270500659942627,60.73519253730774
,12.830,2.995,0.247,60.71496105194092,7.266005039215088,60.71496105194092
,11.111,11.756,-0.017,60.853437423706055,7.247839689254761,60.853437423706055
,9.807,12.795,0.013,61.340940952301025,7.255716562271118,61.340940952301025
,11.176,3.159,0.015,61.20826458930969,7.2676918506622314,61.20826458930969
mean,10.73630000000000000000,15.76726666666666666666,-.71643333333333333333,60.77117230097452786666,7.25556879838307703333,60.77117230097452786666
std dev.,1.90017566117802207084,14.51134273349261394561,2.15974104440529834759,1.78711146638483272372,.01799071265355324605,1.78711146638483272372
,10.73630000000000000000 +- 1.90017566117802207084,15.76726666666666666666 +- 14.51134273349261394561,-.71643333333333333333 +- 2.15974104440529834759,60.77117230097452786666 +- 1.78711146638483272372,7.25556879838307703333 +- .01799071265355324605,60.77117230097452786666 +- 1.78711146638483272372
 
 
KSC,
,10.203,10.469,2.607,65.88919162750244,1.1191127300262451,65.88919162750244
,16.390,14.840,8.157,64.36550450325012,1.0939269065856934,64.36550450325012
,16.849,17.015,10.243,63.94818449020386,1.0965602397918701,63.94818449020386
,8.743,8.827,1.059,64.47461771965027,1.1107752323150635,64.47461771965027
,13.551,11.599,5.508,65.08069634437561,1.0943615436553955,65.08069634437561
,9.064,7.868,1.393,64.22049713134766,1.089808702468872,64.22049713134766
,16.570,22.751,14.557,65.05998849868774,1.0951292514801025,65.05998849868774
,8.077,7.740,0.219,66.065593957901,1.093641996383667,66.065593957901
,12.844,17.079,8.259,65.68448257446289,1.0964765548706055,65.68448257446289
,19.736,30.768,23.311,65.35582423210144,1.0961737632751465,65.35582423210144
,8.635,10.043,0.439,67.11821293830872,1.1167640686035156,67.11821293830872
,13.114,13.156,5.213,66.75424766540527,1.0952513217926025,66.75424766540527
,8.243,7.313,0.099,66.72816944122314,1.1124024391174316,66.72816944122314
,11.809,12.281,2.605,66.39471673965454,1.0898663997650146,66.39471673965454
,10.508,12.580,2.752,66.49796199798584,1.0967886447906494,66.49796199798584
,16.691,26.652,19.091,66.50815463066101,1.0930461883544922,66.50815463066101
,12.891,11.173,4.242,67.21067214012146,1.0949039459228516,67.21067214012146
,12.987,17.633,8.519,67.3264377117157,1.0935702323913574,67.3264377117157
,16.548,21.962,14.822,66.78611159324646,1.0942881107330322,66.78611159324646
,9.358,14.542,4.964,66.89807772636414,1.096496820449829,66.89807772636414
,14.182,14.030,7.281,67.27170133590698,1.1196975708007812,67.27170133590698
,17.384,19.723,12.526,66.25721096992493,1.0929641723632812,66.25721096992493
,12.749,11.812,4.692,66.12045574188232,1.0945963859558105,66.12045574188232
,10.143,9.659,2.999,66.59846758842468,1.1110560894012451,66.59846758842468
,10.289,13.710,5.004,67.07547354698181,1.1163711547851562,67.07547354698181
,6.118,7.164,-2.644,67.32569861412048,1.1187732219696045,67.32569861412048
,8.250,15.629,7.328,67.70817804336548,1.0956857204437256,67.70817804336548
,13.130,15.032,7.506,67.60698866844177,1.0955350399017334,67.60698866844177
,13.227,21.578,13.933,67.81093406677246,1.091308832168579,67.81093406677246
,10.712,10.576,3.201,67.32292628288269,1.110809564590454,67.32292628288269
mean,12.29983333333333333333,14.50680000000000000000,6.66283333333333333333,66.31551261742909700000,1.10053809483846026333,66.31551261742909700000
std dev.,3.34639546460898066337,5.71015305924455933931,5.86484464746414991422,1.07718146450494586150,.00986504616236585534,1.07718146450494586150
,12.29983333333333333333 +- 3.34639546460898066337,14.50680000000000000000 +- 5.71015305924455933931,6.66283333333333333333 +- 5.86484464746414991422,66.31551261742909700000 +- 1.07718146450494586150,1.10053809483846026333 +- .00986504616236585534,66.31551261742909700000 +- 1.07718146450494586150
 
 
IP_my_test,
,9.167,22.296,2.565,39.708250761032104,7.696193695068359,39.708250761032104
,7.092,4.889,-0.471,43.42706894874573,8.713618755340576,43.42706894874573
,6.311,3.862,0.086,51.643094062805176,8.83274221420288,51.643094062805176
,6.429,0.411,-0.379,49.61593508720398,7.670051574707031,49.61593508720398
,5.674,7.785,1.618,44.26633858680725,7.747955322265625,44.26633858680725
,6.845,0.678,-0.518,47.41241407394409,7.627451419830322,47.41241407394409
,7.759,2.475,0.066,46.82667922973633,7.782074928283691,46.82667922973633
,6.600,7.045,0.155,51.12609100341797,7.752608299255371,51.12609100341797
,7.397,8.699,1.690,52.62800049781799,7.819799423217773,52.62800049781799
,6.395,13.998,1.136,56.34267210960388,8.015193223953247,56.34267210960388
,6.250,8.103,0.000,55.02091884613037,7.774157524108887,55.02091884613037
,6.706,13.875,0.679,50.66065502166748,7.627019643783569,50.66065502166748
,6.250,12.345,0.000,51.3017578125,7.635207653045654,51.3017578125
,6.250,12.345,0.000,50.87840723991394,7.5877320766448975,50.87840723991394
,6.264,23.970,0.033,50.613418102264404,7.596969127655029,50.613418102264404
,6.250,0.195,0.000,55.87647747993469,7.739141941070557,55.87647747993469
,3.687,2.722,-4.551,54.00728225708008,7.832967758178711,54.00728225708008
,6.250,8.103,0.016,54.784677028656006,7.835680723190308,54.784677028656006
,6.250,5.782,0.000,54.75865578651428,7.668155908584595,54.75865578651428
,5.678,4.262,-0.122,52.0506808757782,7.671879053115845,52.0506808757782
,6.250,2.003,0.000,53.08851361274719,7.66225790977478,53.08851361274719
,6.526,7.590,0.425,52.84031820297241,7.818392276763916,52.84031820297241
,6.250,9.479,0.000,55.032658100128174,7.814176559448242,55.032658100128174
,8.411,8.411,1.497,55.04713821411133,7.762381315231323,55.04713821411133
,6.250,23.950,0.000,45.50188994407654,7.834805727005005,45.50188994407654
,4.745,5.525,-1.199,53.21373176574707,7.7098894119262695,53.21373176574707
,5.777,2.146,-0.409,50.54154419898987,7.64374041557312,50.54154419898987
,6.300,0.339,-1.292,52.1163215637207,7.761734962463379,52.1163215637207
,5.951,12.263,0.038,52.10995435714722,7.62896203994751,52.10995435714722
,6.660,2.937,-0.186,51.26896142959595,7.628817796707153,51.26896142959595
mean,6.42080000000000000000,7.94943333333333333333,.02923333333333333333,51.12368354002634680000,7.79639195601145416666,51.12368354002634680000
std dev.,.95567757463836445651,6.53462724610635733204,1.16773828926785740736,3.87625772450229265524,.27742032777224693097,3.87625772450229265524
,6.42080000000000000000 +- .95567757463836445651,7.94943333333333333333 +- 6.53462724610635733204,.02923333333333333333 +- 1.16773828926785740736,51.12368354002634680000 +- 3.87625772450229265524,7.79639195601145416666 +- .27742032777224693097,51.12368354002634680000 +- 3.87625772450229265524
 
 
PU_09,
,10.683,41.593,-2.226,55.24974060058594,7.176541566848755,55.24974060058594
,12.867,7.156,0.221,46.020992279052734,7.251902341842651,46.020992279052734
,10.466,14.483,-0.720,59.72585391998291,7.245970964431763,59.72585391998291
,14.184,40.915,13.566,60.00597786903381,7.268424987792969,60.00597786903381
,12.458,7.740,0.145,59.6025173664093,7.262619733810425,59.6025173664093
,11.135,15.517,0.027,61.171229124069214,7.271446466445923,61.171229124069214
,11.111,43.596,0.000,61.442556619644165,7.267210960388184,61.442556619644165
,11.323,3.268,0.010,61.34483003616333,7.233936548233032,61.34483003616333
,10.865,5.343,0.005,61.12153935432434,7.286073207855225,61.12153935432434
,9.925,7.642,2.825,61.27434229850769,7.2939369678497314,61.27434229850769
,11.669,43.391,0.709,61.798906087875366,7.275470018386841,61.798906087875366
,11.813,12.018,0.572,61.88312745094299,7.289186000823975,61.88312745094299
,10.667,6.738,-2.190,61.63959836959839,7.264248847961426,61.63959836959839
,11.111,8.608,0.005,61.147783041000366,7.282554388046265,61.147783041000366
,13.537,6.073,1.030,61.143351554870605,7.226956367492676,61.143351554870605
,10.760,32.731,6.436,60.90050029754639,7.260958909988403,60.90050029754639
,4.068,1.431,-1.830,61.26956510543823,7.290752410888672,61.26956510543823
,11.111,43.596,0.002,61.136801958084106,7.274456262588501,61.136801958084106
,11.111,43.596,0.013,61.36293435096741,7.230053186416626,61.36293435096741
,12.006,38.453,1.521,61.244131088256836,7.290549039840698,61.244131088256836
,12.028,3.566,-0.328,61.447433948516846,7.270562410354614,61.447433948516846
,11.129,11.764,0.022,61.27534770965576,7.313364505767822,61.27534770965576
,11.133,43.528,0.370,61.39577317237854,7.220804929733276,61.39577317237854
,11.111,8.608,0.000,60.96821665763855,7.2717108726501465,60.96821665763855
,11.111,7.164,-0.001,61.613303422927856,7.27344012260437,61.613303422927856
,11.176,11.785,0.048,61.756157636642456,7.21593713760376,61.756157636642456
,8.713,12.969,-8.865,62.32550406455994,7.28796911239624,62.32550406455994
,11.103,43.565,-0.025,61.728302240371704,7.286285161972046,61.728302240371704
,4.274,11.831,-14.546,61.91590762138367,7.278921127319336,61.91590762138367
,11.220,17.458,-2.219,61.56785249710083,7.304663896560669,61.56785249710083
mean,10.86226666666666666666,19.87086666666666666666,-.18076666666666666666,60.54933592478434246666,7.26556361516316736333,60.54933592478434246666
std dev.,2.04421755093619024420,15.78621414976441469097,4.26496807087175689627,2.96273726691487474882,.02906727007281483838,2.96273726691487474882
,10.86226666666666666666 +- 2.04421755093619024420,19.87086666666666666666 +- 15.78621414976441469097,-.18076666666666666666 +- 4.26496807087175689627,60.54933592478434246666 +- 2.96273726691487474882,7.26556361516316736333 +- .02906727007281483838,60.54933592478434246666 +- 2.96273726691487474882
 
 
IP_09,
,19.580,36.119,27.092,61.75425887107849,1.5351836681365967,61.75425887107849
,32.971,51.978,43.908,48.729804277420044,1.5230152606964111,48.729804277420044
,23.889,40.022,29.332,49.05449056625366,1.5196905136108398,49.05449056625366
,24.432,51.111,41.017,49.905200242996216,1.5197954177856445,49.905200242996216
,33.853,57.832,51.315,49.630208015441895,1.5219647884368896,49.630208015441895
,19.453,36.054,20.362,50.203415393829346,1.5240733623504639,50.203415393829346
,31.523,50.905,42.621,31.974608659744263,1.4633407592773438,31.974608659744263
,25.297,42.190,31.262,31.782576084136963,1.4693183898925781,31.782576084136963
,23.807,42.547,33.621,31.779449224472046,1.4589776992797852,31.779449224472046
,32.971,51.978,43.908,31.66491675376892,1.4729340076446533,31.66491675376892
,21.584,37.257,28.170,31.89047408103943,1.4694082736968994,31.89047408103943
,17.670,35.924,24.513,31.708621740341187,1.4596765041351318,31.708621740341187
,28.974,51.805,43.863,31.879316329956055,1.4717214107513428,31.879316329956055
,24.931,40.466,32.429,31.711876153945923,1.4596469402313232,31.711876153945923
,9.578,8.108,4.779,32.61461639404297,1.4709742069244385,32.61461639404297
,26.559,43.100,34.021,33.26550054550171,1.4537415504455566,33.26550054550171
,25.551,30.927,22.802,32.48478555679321,1.4612526893615723,32.48478555679321
,24.934,40.477,32.439,31.896583318710327,1.4704618453979492,31.896583318710327
,15.779,31.317,22.089,32.52767634391785,1.4727911949157715,32.52767634391785
,22.269,34.634,28.434,32.4866087436676,1.4648082256317139,32.4866087436676
,31.164,38.883,33.946,32.732255935668945,1.4630789756774902,32.732255935668945
,31.665,47.686,40.270,32.61612129211426,1.4654557704925537,32.61612129211426
,28.869,47.848,41.661,32.66775679588318,1.4634404182434082,32.66775679588318
,24.949,37.864,29.771,32.508482217788696,1.4695088863372803,32.508482217788696
,20.139,24.163,17.908,32.22507643699646,1.4692747592926025,32.22507643699646
,19.063,25.225,17.571,32.78703498840332,1.4569091796875,32.78703498840332
,12.676,17.073,9.307,32.58189415931702,1.46091890335083,32.58189415931702
,25.828,43.068,33.633,32.340959548950195,1.47332763671875,32.340959548950195
,15.320,34.959,18.978,32.49388837814331,1.4770448207855225,32.49388837814331
,25.981,44.217,37.413,32.552478551864624,1.4624574184417725,32.552478551864624
mean,24.04196666666666666666,39.19123333333333333333,30.61450000000000000000,36.14836452007293716666,1.47747311592102050333,36.14836452007293716666
std dev.,6.05924254607968488626,10.67800243080241212876,10.66026552123976569261,7.97707694284605170934,.02395107639328710921,7.97707694284605170934
,24.04196666666666666666 +- 6.05924254607968488626,39.19123333333333333333 +- 10.67800243080241212876,30.61450000000000000000 +- 10.66026552123976569261,36.14836452007293716666 +- 7.97707694284605170934,1.47747311592102050333 +- .02395107639328710921,36.14836452007293716666 +- 7.97707694284605170934
 
 
SA_09,
,97.959,95.133,94.594,20.47980809211731,5.901534080505371,20.47980809211731
,96.104,92.970,92.134,19.121452808380127,5.948180913925171,19.121452808380127
,91.374,93.961,93.264,19.755338430404663,5.9646711349487305,19.755338430404663
,95.148,92.557,91.668,19.931675910949707,5.938227415084839,19.931675910949707
,97.882,94.224,93.587,20.3051655292511,5.952432155609131,20.3051655292511
,90.785,92.799,91.954,20.16962504386902,5.936176776885986,20.16962504386902
,96.700,95.708,95.223,20.142872095108032,5.9648215770721436,20.142872095108032
,95.413,95.581,95.077,20.039517879486084,5.950355768203735,20.039517879486084
,98.128,96.361,95.950,20.22239899635315,5.946418523788452,20.22239899635315
,95.248,95.028,94.458,20.19546627998352,5.9444310665130615,20.19546627998352
,97.670,96.467,96.072,20.28957462310791,5.94782018661499,20.28957462310791
,91.374,93.961,93.264,20.178489208221436,5.949847459793091,20.178489208221436
,90.491,93.378,92.628,20.223262548446655,5.935186147689819,20.223262548446655
,97.571,95.258,94.734,20.19026470184326,5.952255725860596,20.19026470184326
,90.395,94.478,93.840,20.205967664718628,5.937281370162964,20.205967664718628
,92.709,87.567,86.266,20.22870683670044,5.9434614181518555,20.22870683670044
,95.248,95.028,94.458,20.205810070037842,5.938039302825928,20.205810070037842
,96.642,96.219,95.791,20.254905700683594,5.931625604629517,20.254905700683594
,92.709,87.567,86.266,19.89903712272644,5.93998908996582,19.89903712272644
,94.645,92.161,91.236,20.271031618118286,5.953047513961792,20.271031618118286
,97.529,95.644,95.160,20.415642261505127,5.947725296020508,20.415642261505127
,96.362,95.410,94.880,20.25516963005066,5.946465969085693,20.25516963005066
,91.657,94.144,93.468,20.316772937774658,5.9678566455841064,20.316772937774658
,92.654,94.296,93.643,20.12757968902588,5.938141822814941,20.12757968902588
,89.750,90.293,89.132,20.19375729560852,5.956124305725098,20.19375729560852
,90.499,92.151,91.257,20.17613458633423,5.946709394454956,20.17613458633423
,97.580,95.784,95.314,20.18537211418152,5.960167169570923,20.18537211418152
,91.749,95.088,94.529,20.19170641899109,5.9587554931640625,20.19170641899109
,93.461,90.291,89.129,20.193121433258057,5.948321342468262,20.193121433258057
,93.250,94.314,93.688,20.142126321792603,5.947321176528931,20.142126321792603
mean,94.28953333333333333333,93.79403333333333333333,93.08880000000000000000,20.15025846163431830000,5.94644639492034913333,20.15025846163431830000
std dev.,2.73369802932868859240,2.28978091358588763615,2.53956293352484835272,.23522633550485674781,.01228468018024629691,.23522633550485674781
